time,temperature,humidity,pressure
2024-01-01 00:00:00,20.508659543018098,85.1900754148298,1019.8804726530758
2024-01-01 01:00:00,18.226585461190318,33.49159054439829,991.9099076795659
2024-01-01 02:00:00,20.453995631446958,42.68809196844592,1014.8102404382399
2024-01-01 03:00:00,21.23286374330901,53.46218553826934,1009.1848330647158
2024-01-01 04:00:00,19.778403830001896,45.95245313132841,1012.052413327856
2024-01-01 05:00:00,20.99563480611783,,1011.3515135976539
2024-01-01 06:00:00,19.309884458848053,,1015.7530345521955
2024-01-01 07:00:00,18.514460840477724,,995.5137620956832
2024-01-01 08:00:00,20.14116901883264,,990.0247385050405
2024-01-01 09:00:00,18.243523279253687,82.13509410794322,1007.955854671298
2024-01-01 10:00:00,19.76022898710641,31.835753064376917,1000.6157591797
2024-01-01 11:00:00,21.286842262645504,93.07048852496811,993.7136199335141
2024-01-01 12:00:00,18.09023709425372,61.43028605348627,995.5841626231272
2024-01-01 13:00:00,18.720503204086103,46.91048704453654,999.9524793737767
2024-01-01 14:00:00,18.967967754838423,32.562039786735426,992.1070011266011
2024-01-01 15:00:00,500.0,20.944727054320367,991.7073960638535
2024-01-01 16:00:00,19.63428321435379,39.83575933287078,1017.4807876449734
2024-01-01 17:00:00,21.39913638169609,93.12160506250495,999.3630824806108
2024-01-01 18:00:00,20.954348329091697,83.7809753817782,1019.4669209242076
2024-01-01 19:00:00,20.4952729460686,97.58349662005756,1018.931010249912
2024-01-01 20:00:00,20.145630314343883,28.060921689709843,994.2771384698134
2024-01-01 21:00:00,20.39322977698483,67.37429948045356,1011.4477290868857
2024-01-01 22:00:00,19.138017644686624,40.57203792246213,1008.0241466738121
2024-01-01 23:00:00,20.857210353556614,63.435336461792595,1010.7194121931547
2024-01-02 00:00:00,18.8879557456408,45.63639084507641,992.8857300004343
2024-01-02 01:00:00,20.83537699390223,42.6772440194686,995.6568023590368
2024-01-02 02:00:00,21.18614250211883,65.9076241619678,992.2991598435265
2024-01-02 03:00:00,20.210864602088087,34.665452949563225,1008.1240261565122
2024-01-02 04:00:00,19.823786941038023,57.53067495776935,1019.5977322754727
2024-01-02 05:00:00,20.400309908309673,72.06498120352279,1010.1595361297383
2024-01-02 06:00:00,17.138481629899328,30.254565854624325,1011.3228460506579
2024-01-02 07:00:00,20.302258218485463,94.44754167015232,1019.5375512462984
2024-01-02 08:00:00,19.886646002160195,60.45797595632998,1010.3403466251539
2024-01-02 09:00:00,19.94937188694301,85.56223775074739,991.2054471788541
2024-01-02 10:00:00,20.706532512897827,72.31243444968507,1016.0101680256979
2024-01-02 11:00:00,19.92523107843527,76.80007529780364,1000.9403487113639
2024-01-02 12:00:00,18.859793143348842,77.29047527942704,990.1309086454414
2024-01-02 13:00:00,19.85859732917462,90.0079917649178,1005.2170253268246
2024-01-02 14:00:00,20.067555484080824,69.08843480375393,1018.1104500262879
2024-01-02 15:00:00,20.114933911581012,42.25737213771117,997.7199206158494
2024-01-02 16:00:00,20.16191936728507,27.960771429236573,1004.7453951915852
2024-01-02 17:00:00,21.039369044918555,68.50004955601132,995.2133066334717
2024-01-02 18:00:00,18.913965446965854,25.308224301646483,991.7307801499932
2024-01-02 19:00:00,20.17570045616485,39.30347613516241,992.4163484013934
2024-01-02 20:00:00,21.28992969861824,24.85657476815294,1011.8103271788407
2024-01-02 21:00:00,18.265388503062805,63.91100712052537,1015.9222341222645
2024-01-02 22:00:00,20.179646680780053,32.82704999542944,994.2989651775747
2024-01-02 23:00:00,19.414621498026957,68.83258555467786,998.6495570343141
2024-01-03 00:00:00,19.629289615526893,83.2692104690614,995.8508840293448
2024-01-03 01:00:00,19.09519249678558,85.75045766174898,990.8056733077929
2024-01-03 02:00:00,19.830449284299554,44.7634806510102,1006.6029410966095
2024-01-03 03:00:00,21.841255614426906,63.91636261555968,1010.9976651041294
2024-01-03 04:00:00,18.735569638822785,65.04086080690871,1009.4363244265521
2024-01-03 05:00:00,18.830389997521173,57.830974572333325,1001.6416064190674
2024-01-03 06:00:00,18.698065429836497,72.40911131398119,1006.6503073781971
2024-01-03 07:00:00,21.7274182866281,36.80696990588268,992.8229791990867
2024-01-03 08:00:00,19.537660294478712,98.33945916694354,994.6291115616806
2024-01-03 09:00:00,19.974360939652325,27.846386167274595,1017.9538385865895
2024-01-03 10:00:00,19.59721705889376,86.33769129624953,1012.8452324345969
2024-01-03 11:00:00,19.055577121596908,67.52767895609503,1017.682172874755
2024-01-03 12:00:00,19.764849353385564,39.58837977549727,1017.500408534981
2024-01-03 13:00:00,22.45824360573656,79.65400005282399,1009.4817785132323
2024-01-03 14:00:00,21.392070920974255,26.758471654165756,1017.847159443365
2024-01-03 15:00:00,19.147062182207726,81.95342675590265,1002.5011230924739
2024-01-03 16:00:00,20.647574103061686,67.19881777944109,990.1084873435482
2024-01-03 17:00:00,19.168477227333625,28.860025471712127,991.8771334753848
2024-01-03 18:00:00,18.22363236115378,26.360445047389618,993.2846197710245
2024-01-03 19:00:00,21.01951091766463,80.06690667491699,992.8606035954858
2024-01-03 20:00:00,21.16009284664355,43.434872520306975,1000.5510717255079
2024-01-03 21:00:00,21.0460522510479,91.14414806137708,1011.0381242132808
2024-01-03 22:00:00,19.530134750780427,80.96584168241408,1013.7194641980149
2024-01-03 23:00:00,19.833224265998012,75.85521957741729,1007.7063982303388
2024-01-04 00:00:00,20.749765553658122,42.288484210676074,994.3930852367093
2024-01-04 01:00:00,20.39149603734811,76.71556152172943,1012.4370480644452
2024-01-04 02:00:00,19.606362528702956,95.85181476118672,1000.6440575741279
2024-01-04 03:00:00,18.380928179881835,27.32478674964551,990.3898004601539
2024-01-04 04:00:00,20.11387519414201,46.09301136028528,998.4176586159825
2024-01-04 05:00:00,21.079009639236112,38.77378123692753,999.9180166242294
2024-01-04 06:00:00,18.802411710965842,51.460010752053336,998.2273660565431
2024-01-04 07:00:00,20.63875938167598,79.38661238831571,1014.3561045956276
2024-01-04 08:00:00,20.331541695133694,57.93940651403092,1012.7977919278227
